@RELATION train_movement

@ATTRIBUTE time NUMERIC
@ATTRIBUTE r2 NUMERIC
@ATTRIBUTE x NUMERIC
@ATTRIBUTE y NUMERIC
@ATTRIBUTE z NUMERIC
@ATTRIBUTE movement {moving,stopped}

@DATA
59.400000, 0.001178, -0.000538, -0.020201, -0.027751, decel
59.600000, 0.002077, -0.003587, -0.002930, -0.045344, decel
59.800000, 0.005142, 0.003024, 0.018945, 0.069095, decel
60.000000, 0.001202, -0.032252, -0.012522, -0.002292, decel
60.200000, 0.006909, 0.011255, -0.038909, -0.072587, decel
60.400000, 0.004555, -0.027807, 0.000796, 0.061488, decel
60.600000, 0.000651, 0.000071, -0.000814, 0.025502, decel
60.800000, 0.000235, -0.011332, -0.009480, -0.004060, decel
61.000000, 0.010484, -0.021543, 0.042085, 0.090821, decel
61.200000, 0.000611, -0.019145, 0.015504, -0.001943, decel
61.400000, 0.017943, 0.015418, -0.027822, -0.130121, decel
61.600000, 0.009524, 0.017257, -0.036848, -0.088706, decel
61.800000, 0.010016, -0.006445, 0.002232, 0.099846, decel
62.000000, 0.000832, 0.026296, 0.009632, -0.006898, decel
62.200000, 0.007409, 0.007699, -0.000747, -0.085727, decel
62.400000, 0.001226, 0.004847, 0.008232, -0.033684, decel
62.600000, 0.003333, -0.050055, -0.015956, 0.023938, decel
62.800000, 0.003425, 0.022502, 0.028824, 0.045688, decel
63.000000, 0.001337, 0.027297, -0.023996, -0.003993, decel
63.200000, 0.003237, 0.033499, -0.039393, 0.023729, decel
63.400000, 0.005207, 0.034524, -0.038199, 0.050556, decel
63.600000, 0.000900, 0.001457, -0.014220, 0.026377, decel
63.800000, 0.006386, 0.025026, -0.042367, -0.062964, decel
64.000000, 0.002205, 0.017203, -0.041845, -0.012552, decel
64.200000, 0.001116, 0.025964, 0.009148, 0.018919, decel
64.400000, 0.002084, 0.024764, 0.013408, -0.035930, decel
64.600000, 0.003484, 0.001928, -0.002865, -0.058926, decel
64.800000, 0.002854, 0.019081, -0.024124, -0.043678, decel
65.000000, 0.003206, 0.035295, -0.040529, -0.017828, decel
65.200000, 0.000592, -0.000076, -0.020852, -0.012534, decel
65.400000, 0.000536, -0.018851, -0.001833, -0.013299, decel
65.600000, 0.000936, -0.030210, 0.002768, -0.004005, decel
65.800000, 0.002034, -0.028419, 0.006120, -0.034475, decel
66.000000, 0.002172, -0.003996, -0.009808, -0.045384, decel
66.200000, 0.002372, 0.005189, 0.014803, 0.046110, decel
66.400000, 0.016717, -0.037332, 0.032314, 0.119496, decel
66.600000, 0.004390, 0.030688, -0.020016, -0.055201, decel
66.800000, 0.002592, 0.029620, -0.039126, -0.013568, decel
67.000000, 0.002108, 0.033689, -0.029817, -0.009156, decel
67.200000, 0.003306, 0.040995, -0.033603, -0.022288, decel
67.400000, 0.005503, 0.050957, -0.037916, 0.038319, decel
67.600000, 0.002222, 0.017099, -0.000572, 0.043923, decel
67.800000, 0.004947, 0.045782, -0.035941, -0.039483, decel
68.000000, 0.009111, 0.068226, -0.046622, -0.047778, decel
68.200000, 0.003158, 0.022905, -0.019183, 0.047595, decel
68.400000, 0.000614, 0.012673, 0.020841, -0.004380, decel
68.600000, 0.002719, -0.012142, -0.013200, -0.048962, decel
68.800000, 0.001617, -0.031406, -0.007364, -0.024009, decel
69.000000, 0.001911, 0.016081, 0.023668, 0.033043, decel
69.200000, 0.001179, 0.003203, 0.010540, 0.032521, decel
69.400000, 0.000249, -0.001198, 0.003008, 0.015439, decel
69.600000, 0.001854, -0.002287, -0.019818, -0.038160, decel
69.800000, 0.000800, 0.008421, -0.026985, 0.000983, decel
70.000000, 0.001085, 0.018304, 0.000297, -0.027384, decel
70.200000, 0.000327, -0.008671, 0.013871, 0.007698, decel
70.400000, 0.001162, -0.013256, 0.015852, 0.027112, decel
70.600000, 0.045153, -0.019168, -0.045118, -0.206762, decel
70.800000, 0.056355, 0.057594, 0.029823, 0.228360, decel
71.000000, 0.001763, -0.025872, -0.011437, 0.031026, decel
71.200000, 0.006709, -0.033755, 0.032518, 0.067177, decel
71.400000, 0.004532, 0.003656, 0.001316, -0.067207, decel
71.600000, 0.001814, -0.003215, 0.002038, -0.042421, decel
71.800000, 0.002717, -0.021736, -0.010722, -0.046152, decel
72.000000, 0.000025, 0.002108, 0.002049, 0.004030, decel
72.200000, 0.028521, -0.138179, 0.085723, -0.045598, decel
